date,variable,Western area rural,Tonkolili,Police traning School,Kenema,Western area,Bo EMC,Western area urban,34 Military Hospital,Port Loko,Bo,Pujehun,Kambia,Koinadugu,Kailahun,Moyamba,Bombali,Kono,National,Kenema (IFRC),Bonthe,Police training School
2014-09-20,contacts_ill,0,0,,0,,,4,,0,0,1,7,,0,0,9,2,23,,0,
2014-09-20,contacts_not_seen,34,0,,15,,,26,,0,0,0,0,,0,0,0,0,75,,0,
2014-09-20,new_completed_contacts,0,0,,36,,,10,,0,11,0,0,,4,0,18,60,139,,0,
2014-09-20,percent_seen,100%,100%,,97%,,,100%,,98%,100%,100%,100%,,100%,100%,98%,100%,99%,,100%,
2014-09-21,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-21,new_noncase,3,3,,19,,,13,,8,0,0,0,1,0,0,1,0,48,,0,
2014-09-21,new_suspected,1,0,,4,,,5,,3,0,0,0,0,0,0,1,0,15,,1,
2014-09-21,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-21,new_confirmed,7,12,,2,,,9,,10,0,3,6,0,0,0,0,0,49,,0,
2014-09-21,cum_noncase,82,36,,530,,,241,,63,86,4,5,25,280,37,49,30,1469,,1,
2014-09-21,cum_suspected,8,2,,33,,,16,,7,17,1,0,0,18,5,10,39,158,,2,
2014-09-21,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-21,cum_confirmed,84,56,,416,,,165,,187,77,13,10,0,529,41,148,18,1745,,1,
2014-09-21,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-21,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-21,death_confirmed,3,2,,229,,,8,,16,16,1,1,0,210,7,6,2,502,,1,
2014-09-21,cfr,3.6,3.6,,55,,,4.8,,8.6,20.8,7.7,10,0,39.7,17.1,4.1,0,29,,100,
2014-09-21,etc_new_admission,,,,1,,,,,,,,,,1,,,,,9,,
2014-09-21,etc_currently_admitted,,,,40,,,,,,,,,,45,,,,,14,,
2014-09-21,etc_cum_admission,,,,499,,,,,,,,,,623,,,,,16,,
2014-09-21,etc_new_deaths,,,,1,,,,,,,,,,2,,,,,0,,
2014-09-21,etc_cum_deaths,,,,242,,,,,,,,,,213,,,,,2,,
2014-09-21,etc_new_discharges,,,,9,,,,,,,,,,0,,,,,0,,
2014-09-21,etc_cum_discharges,,,,271,,,,,,,,,,111,,,,,0,,
2014-09-21,cum_contacts,366,1376,,2696,,,913,,1793,681,409,118,,1553,353,894,228,11469,,89,
2014-09-21,cum_completed_contacts,114,197,,2161,,,474,,258,529,240,12,,1169,178,263,140,5767,,32,
2014-09-21,contacts_followed,262,1179,,543,,,447,,1536,141,169,106,,181,135,631,86,5473,,57,
2014-09-21,new_contacts,0,613,,11,,,0,,3,0,76,0,,53,0,51,0,807,,0,
2014-09-21,contacts_healthy,262,1179,,526,,,447,,1515,141,169,106,,181,135,599,84,5401,,57,
2014-09-21,contacts_ill,0,0,,17,,,0,,21,0,0,0,,0,0,32,2,72,,0,
2014-09-21,contacts_not_seen,0,0,,0,,,0,,0,0,0,0,,0,0,0,0,0,,0,
2014-09-21,new_completed_contacts,0,0,,43,,,0,,0,0,0,0,,0,0,0,0,43,,0,
2014-09-21,percent_seen,100%,100%,,97%,,,100%,,98%,100%,100%,100%,,100%,100%,98%,100%,98%,,100%,
2014-09-22,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-22,new_noncase,7,2,,10,,,15,,0,0,0,0,0,0,0,0,0,34,,0,
2014-09-22,new_suspected,0,1,,0,,,0,,0,2,0,0,0,0,0,0,0,3,,0,
2014-09-22,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-22,new_confirmed,12,3,,1,,,7,,0,6,0,0,0,0,1,0,0,30,,0,
2014-09-22,cum_noncase,90,38,,540,,,260,,64,86,4,5,25,280,37,49,30,1509,,1,
2014-09-22,cum_suspected,7,3,,33,,,12,,6,19,1,0,0,18,5,10,39,155,,2,
2014-09-22,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-22,cum_confirmed,96,59,,417,,,172,,187,83,13,10,0,529,42,148,18,1775,,1,
2014-09-22,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-22,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-22,death_confirmed,3,3,,229,,,8,,17,16,1,1,0,210,7,8,2,506,,1,
2014-09-22,cfr,3.1,5.1,,54.9,,,4.7,,9.1,19.3,7.7,10,0,39.7,16.7,5.4,0,29,,100,
2014-09-22,etc_new_admission,,,,1,,,,,,,,,,16,,,,,0,,
2014-09-22,etc_currently_admitted,,,,31,,,,,,,,,,53,,,,,12,,
2014-09-22,etc_cum_admission,,,,500,,,,,,,,,,639,,,,,27,,
2014-09-22,etc_new_deaths,,,,2,,,,,,,,,,2,,,,,2,,
2014-09-22,etc_cum_deaths,,,,244,,,,,,,,,,215,,,,,8,,
2014-09-22,etc_new_discharges,,,,8,,,,,,,,,,7,,,,,0,,
2014-09-22,etc_cum_discharges,,,,279,,,,,,,,,,118,,,,,0,,
2014-09-22,cum_contacts,400,1376,,2727,,,989,,2140,681,409,162,,1606,353,938,255,12125,,89,
2014-09-22,cum_completed_contacts,114,217,,2169,,,600,,387,540,240,12,,1169,178,276,140,6074,,32,
2014-09-22,contacts_followed,286,1159,,511,,,389,,1753,141,169,160,,167,175,662,115,5744,,57,
2014-09-22,new_contacts,18,0,,31,,,25,,193,0,0,60,,21,0,44,27,419,,0,
2014-09-22,contacts_healthy,262,1159,,495,,,339,,1575,140,169,160,,167,175,651,113,5462,,57,
2014-09-22,contacts_ill,3,0,,1,,,4,,104,1,0,0,,0,0,11,2,126,,0,
2014-09-22,contacts_not_seen,21,0,,0,,,26,,78,0,0,0,,0,0,0,0,125,,0,
2014-09-22,new_completed_contacts,0.00%,2000.00%,,800.00%,,,11600.00%,,1900.00%,0.00%,0.00%,0.00%,,3000.00%,0.00%,1300.00%,0.00%,20600.00%,,0.00%,
2014-09-22,percent_seen,98%,100%,,98%,,,98%,,98%,100%,100%,100%,,100%,100%,98%,99%,98%,,100%,
2014-09-23,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-23,new_noncase,2,1,,13,,,11,,7,0,0,0,1,0,1,3,5,44,,0,
2014-09-23,new_suspected,2,0,,3,,,1,,4,0,0,0,0,0,5,0,1,16,,0,
2014-09-23,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-23,new_confirmed,7,1,,0,,,6,,14,1,3,0,0,0,8,1,0,41,,0,
2014-09-23,cum_noncase,92,39,,556,,,271,,71,86,4,5,26,280,38,52,35,1556,,1,
2014-09-23,cum_suspected,9,3,,33,,,13,,10,19,1,0,0,18,10,10,40,168,,2,
2014-09-23,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-23,cum_confirmed,103,60,,417,,,178,,201,84,16,10,0,529,50,149,18,1816,,1,
2014-09-23,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-23,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-23,death_confirmed,3,4,,230,,,8,,17,16,1,1,0,210,7,9,2,509,,1,
2014-09-23,cfr,2.9,6.7,,55.2,,,4.5,,8.5,19,6.3,10,0,39.7,14,6,0,28,,100,
2014-09-23,etc_new_admission,,,,1,,,,,,,,,,0,,,,,0,,
2014-09-23,etc_currently_admitted,,,,29,,,,,,,,,,18,,,,,18,,
2014-09-23,etc_cum_admission,,,,501,,,,,,,,,,28,,,,,28,,
2014-09-23,etc_new_deaths,,,,1,,,,,,,,,,2,,,,,3,,
2014-09-23,etc_cum_deaths,,,,245,,,,,,,,,,10,,,,,10,,
2014-09-23,etc_new_discharges,,,,2,,,,,,,,,,0,,,,,0,,
2014-09-23,etc_cum_discharges,,,,281,,,,,,,,,,0,,,,,0,,
2014-09-23,cum_contacts,412,1376,,2731,,,1044,,2175,681,409,185,,1627,353,976,257,12315,,89,
2014-09-23,cum_completed_contacts,114,217,,2231,,,616,,387,540,240,27,,1199,178,288,140,6209,,32,
2014-09-23,contacts_followed,298,1159,,533,,,428,,1789,141,169,155,,151,175,688,117,5860,,57,
2014-09-23,new_contacts,12,0,,4,,,39,,35,0,0,51,,8,0,16,0,165,,0,
2014-09-23,contacts_healthy,262,1159,,515,,,339,,1689,140,169,155,,151,175,678,113,5602,,57,
2014-09-23,contacts_ill,1,0,,0,,,2,,1,1,0,0,,0,0,7,4,16,,0,
2014-09-23,contacts_not_seen,36,0,,18,,,89,,99,0,0,0,,0,0,3,0,245,,0,
2014-09-23,new_completed_contacts,0.00%,0.00%,,6200.00%,,,1600.00%,,0.00%,0.00%,0.00%,0.00%,,500.00%,0.00%,1200.00%,0.00%,9500.00%,,0.00%,
2014-09-23,percent_seen,98%,100%,,98%,,,79%,,98%,100%,100%,100%,,100%,100%,98%,100%,98%,,100%,
2014-09-24,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-24,new_noncase,7,0,,11,,,11,,5,1,0,0,0,0,0,20,0,55,,0,
2014-09-24,new_suspected,1,0,,2,,,1,,1,0,0,1,0,0,0,1,0,7,,0,
2014-09-24,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-24,new_confirmed,10,0,,5,,,11,,12,4,0,2,0,0,0,31,0,75,,0,
2014-09-24,cum_noncase,99,39,,572,,,282,,76,87,4,5,26,280,38,72,35,1616,,1,
2014-09-24,cum_suspected,10,3,,30,,,14,,11,19,1,1,0,18,10,11,40,170,,2,
2014-09-24,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-24,cum_confirmed,113,60,,422,,,189,,213,82,16,12,0,529,50,180,18,1885,,1,
2014-09-24,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-24,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-24,death_confirmed,3,4,,230,,,8,,17,16,1,1,0,210,7,9,2,509,,1,
2014-09-24,cfr,2.7,6.7,,54.5,,,4.2,,8,19.5,6.3,8.3,0,39.7,14,5,0,27,,100,
2014-09-24,etc_new_admission,,,,0,,,,,,,,,,3,,,,,0,,
2014-09-24,etc_currently_admitted,,,,27,,,,,,,,,,53,,,,,18,,
2014-09-24,etc_cum_admission,,,,501,,,,,,,,,,654,,,,,28,,
2014-09-24,etc_new_deaths,,,,0,,,,,,,,,,1,,,,,2,,
2014-09-24,etc_cum_deaths,,,,245,,,,,,,,,,219,,,,,10,,
2014-09-24,etc_new_discharges,,,,7,,,,,,,,,,3,,,,,0,,
2014-09-24,etc_cum_discharges,,,,288,,,,,,,,,,123,,,,,0,,
2014-09-24,cum_contacts,512,1376,,2731,,,1115,,2338,681,409,185,,1635,353,1007,257,12688,,89,
2014-09-24,cum_completed_contacts,138,237,,2231,,,619,,474,540,240,27,,1204,178,288,140,6348,,32,
2014-09-24,contacts_followed,374,1139,,533,,,496,,1864,141,169,155,,431,175,719,117,6370,,57,
2014-09-24,new_contacts,76,0,,0,,,68,,163,0,0,0,,47,0,31,0,385,,0,
2014-09-24,contacts_healthy,351,1139,,533,,,352,,1789,140,169,155,,219,175,713,117,5909,,57,
2014-09-24,contacts_ill,0,0,,0,,,0,,7,0,0,0,,0,0,4,0,11,,0,
2014-09-24,contacts_not_seen,23,0,,0,,,144,,68,1,0,0,,212,0,2,0,450,,0,
2014-09-24,new_completed_contacts,24,20,,0,,,3,,87,0,0,0,,5,0,0,0,139,,0,
2014-09-24,percent_seen,98%,100%,,100%,,,100%,,98%,100%,100%,100%,,50%,100%,98%,100%,98%,,100%,
2014-09-25,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-25,new_noncase,12,1,,5,,,15,,14,0,0,0,0,0,0,0,0,47,,0,
2014-09-25,new_suspected,0,1,,0,,,0,,0,0,0,0,0,0,0,0,0,1,,0,
2014-09-25,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-25,new_confirmed,4,5,,1,,,6,,18,1,0,0,0,0,0,0,0,35,,0,
2014-09-25,cum_noncase,112,40,,577,,,297,,91,88,4,5,26,280,38,77,35,1671,,1,
2014-09-25,cum_suspected,9,4,,30,,,14,,10,18,1,1,0,18,10,6,40,163,,2,
2014-09-25,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-25,cum_confirmed,117,65,,423,,,195,,231,83,16,12,0,529,50,180,18,1920,,1,
2014-09-25,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-25,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-25,death_confirmed,4,5,,230,,,9,,17,16,1,1,0,210,7,10,2,513,,1,
2014-09-25,cfr,3.4,7.7,,54.4,,,4.6,,7.4,19.3,6.3,8.3,0,39.7,14,5.6,0,26.7,,100,
2014-09-25,etc_new_admission,,,,2,,,,,,,,,,16,,,,,3,,
2014-09-25,etc_currently_admitted,,,,26,,,,,,,,,,47,,,,,20,,
2014-09-25,etc_cum_admission,,,,503,,,,,,,,,,670,,,,,31,,
2014-09-25,etc_new_deaths,,,,3,,,,,,,,,,3,,,,,1,,
2014-09-25,etc_cum_deaths,,,,248,,,,,,,,,,222,,,,,11,,
2014-09-25,etc_new_discharges,,,,0,,,,,,,,,,2,,,,,0,,
2014-09-25,etc_cum_discharges,,,,288,,,,,,,,,,125,,,,,0,,
2014-09-25,cum_contacts,553,1431,,2784,,,1310,,2351,705,487,194,,1682,368,1021,258,13231,,87,
2014-09-25,cum_completed_contacts,138,237,,2283,,,634,,500,661,250,35,,1204,210,288,140,6612,,32,
2014-09-25,contacts_followed,415,1194,,501,,,676,,1851,44,237,159,,219,158,733,118,6362,,57,
2014-09-25,new_contacts,41,55,,20,,,180,,13,24,78,0,,0,0,14,0,425,,0,
2014-09-25,contacts_healthy,378,1194,,501,,,473,,1809,43,237,159,,219,158,709,116,6053,,57,
2014-09-25,contacts_ill,1,0,,0,,,1,,12,1,0,0,,0,0,5,2,22,,0,
2014-09-25,contacts_not_seen,37,0,,0,,,203,,30,0,0,0,,219,0,19,0,508,,0,
2014-09-25,new_completed_contacts,24,0,,47,,,15,,26,121,10,0,,5,0,0,0,248,,0,
2014-09-25,percent_seen,98%,100%,,100%,,,100%,,98%,100%,100%,100%,,100%,100%,98%,100%,0.98,,100%,
2014-09-26,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-26,new_noncase,0,0,,5,,,1,,0,0,0,0,0,0,4,11,0,21,,0,
2014-09-26,new_suspected,0,0,,5,,,0,,0,0,0,0,0,0,3,1,0,9,,0,
2014-09-26,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-26,new_confirmed,0,0,,3,,,0,,0,1,0,0,0,0,3,16,0,23,,0,
2014-09-26,cum_noncase,112,40,,584,,,298,,91,88,4,5,26,280,42,89,35,1695,,1,
2014-09-26,cum_suspected,9,4,,33,,,14,,10,18,1,1,0,18,12,6,40,168,,2,
2014-09-26,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-26,cum_confirmed,117,65,,426,,,195,,231,84,16,12,0,529,54,196,18,1944,,1,
2014-09-26,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-26,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-26,death_confirmed,4,5,,230,,,9,,17,16,1,1,0,210,7,10,2,513,,1,
2014-09-26,cfr,3.4,7.7,,54,,,4.6,,7.4,19,6.3,8.3,0,39.7,13,5.1,0,26.4,,100,
2014-09-26,etc_new_admission,,,,1,,,,,,,,,,6,,,,,0,,
2014-09-26,etc_currently_admitted,,,,27,,,,,,,,,,56,,,,,16,,
2014-09-26,etc_cum_admission,,,,504,,,,,,,,,,676,,,,,31,,
2014-09-26,etc_new_deaths,,,,0,,,,,,,,,,3,,,,,0,,
2014-09-26,etc_cum_deaths,,,,248,,,,,,,,,,225,,,,,11,,
2014-09-26,etc_new_discharges,,,,0,,,,,,,,,,1,,,,,4,,
2014-09-26,etc_cum_discharges,,,,288,,,,,,,,,,126,,,,,4,,
2014-09-26,cum_contacts,400,1376,,2788,,,989,,2433,705,409,162,,1606,353,1039,265,12614,,89,
2014-09-26,cum_completed_contacts,129,217,,2317,,,604,,500,661,240,12,,1169,178,288,140,6487,,32,
2014-09-26,contacts_followed,271,1159,,476,,,435,,1933,44,169,160,,167,175,751,125,5922,,57,
2014-09-26,new_contacts,0,0,,4,,,0,,82,0,0,60,,0,0,18,7,171,,0,
2014-09-26,contacts_healthy,270,1159,,468,,,435,,1809,44,169,160,,167,175,737,113,5763,,57,
2014-09-26,contacts_ill,1,0,,0,,,0,,50,0,0,0,,0,0,5,12,68,,0,
2014-09-26,contacts_not_seen,0,0,,8,,,0,,74,0,0,0,,0,0,9,0,91,,0,
2014-09-26,new_completed_contacts,15,20,,34,,,4,,0,0,0,0,,30,0,0,0,103,,0,
2014-09-26,percent_seen,100%,100%,,98%,,,100%,,98%,100%,100%,100%,,100%,100%,98%,99%,98%,,100%,
2014-09-27,population,"263,619","434,937",,"653,013",,,"1,040,888",,"557,978","654,142","335,574","341,690","335,471","465,048","278,119","494,139","325,003","6,348,350",,"168,729",
2014-09-27,new_noncase,8,0,,1,,,14,,0,0,0,0,1,0,0,8,0,32,,0,
2014-09-27,new_suspected,0,0,,0,,,0,,0,1,0,0,0,0,0,2,0,3,,0,
2014-09-27,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-27,new_confirmed,11,0,,0,,,12,,0,5,0,0,0,0,1,27,0,56,,0,
2014-09-27,cum_noncase,120,40,,585,,,312,,91,88,4,5,27,280,42,97,35,"1,727",,1,
2014-09-27,cum_suspected,9,4,,33,,,14,,10,19,1,1,0,18,12,8,40,171,,2,
2014-09-27,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-27,cum_confirmed,128,65,,426,,,207,,231,89,16,12,0,529,55,223,18,"2,000",,1,
2014-09-27,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-27,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-27,death_confirmed,4,5,,232,,,9,,17,16,3,1,0,210,7,11,2,518,,1,
2014-09-27,cfr,3.1,7.7,,54.5,,,4.3,,7.4,18,18.8,8.3,0,39.7,12.7,4.9,0,25.9,,100,
2014-09-27,etc_new_admission,,,,0,,,,,,,,,,10,,,,,0,,
2014-09-27,etc_currently_admitted,,,,18,,,,,,,,,,49,,,,,12,,
2014-09-27,etc_cum_admission,,,,504,,,,,,,,,,686,,,,,31,,
2014-09-27,etc_new_deaths,,,,4,,,,,,,,,,1,,,,,1,,
2014-09-27,etc_cum_deaths,,,,252,,,,,,,,,,226,,,,,12,,
2014-09-27,etc_new_discharges,,,,5,,,,,,,,,,6,,,,,3,,
2014-09-27,etc_cum_discharges,,,,293,,,,,,,,,,132,,,,,7,,
2014-09-27,cum_contacts,,,,,,,,,,,,,,,,,,,,,
2014-09-27,cum_completed_contacts,,,,,,,,,,,,,,,,,,,,,
2014-09-27,contacts_followed,,,,,,,,,,,,,,,,,,,,,
2014-09-27,new_contacts,,,,,,,,,,,,,,,,,,,,,
2014-09-27,contacts_healthy,,,,,,,,,,,,,,,,,,,,,
2014-09-27,contacts_ill,,,,,,,,,,,,,,,,,,,,,
2014-09-27,contacts_not_seen,,,,,,,,,,,,,,,,,,,,,
2014-09-27,new_completed_contacts,,,,,,,,,,,,,,,,,,,,,
2014-09-27,percent_seen,,,,,,,,,,,,,,,,,,,,,
2014-09-28,population,"263,619","434,937",,"653,013",,,"1,040,888",,"557,978","654,142","335,574","341,690","335,471","465,048","278,119","494,139","325,003","6,348,350",,"168,729",
2014-09-28,new_noncase,9,4,,11,,,14,,19,2,1,0,1,0,0,11,0,72,,0,
2014-09-28,new_suspected,1,6,,2,,,4,,4,0,0,0,0,0,0,2,0,19,,0,
2014-09-28,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-28,new_confirmed,20,9,,0,,,11,,39,2,3,2,0,0,0,4,0,90,,0,
2014-09-28,cum_noncase,129,44,,596,,,326,,110,90,5,5,28,280,42,108,35,1799,,1,
2014-09-28,cum_suspected,10,10,,35,,,18,,14,19,1,1,0,18,12,10,40,190,,2,
2014-09-28,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-28,cum_confirmed,148,74,,426,,,218,,270,91,19,14,0,529,55,227,18,2090,,1,
2014-09-28,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-28,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-28,death_confirmed,4,5,,232,,,9,,17,17,3,1,0,212,7,12,2,522,,1,
2014-09-28,cfr,2.7,6.8,,54.5,,,4.1,,6.3,18.7,15.8,7.1,0,40.1,12.7,5.3,0,25,,100,
2014-09-28,etc_new_admission,,,,,,,,,,,,,,,,,,16,,,
2014-09-28,etc_currently_admitted,,,,,,,,,,,,,,,,,,106,,,
2014-09-28,etc_cum_admission,,,,,,,,,,,,,,,,,,1269,,,
2014-09-28,etc_new_deaths,,,,,,,,,,,,,,,,,,4,,,
2014-09-28,etc_cum_deaths,,,,,,,,,,,,,,,,,,502,,,
2014-09-28,etc_new_discharges,,,,,,,,,,,,,,,,,,2,,,
2014-09-28,etc_cum_discharges,,,,,,,,,,,,,,,,,,434,,,
2014-09-28,cum_contacts,538,1450,,2803,,,1310,,2577,836,487,204,,1606,420,1087,282,13687,,87,
2014-09-28,cum_completed_contacts,153,237,,2326,,,642,,500,661,264,33,,1169,221,760,140,7193,,87,
2014-09-28,contacts_followed,385,1213,,477,,,668,,2077,175,223,162,,167,199,327,142,6215,,0,
2014-09-28,new_contacts,0,19,,0,,,0,,75,131,0,0,,0,45,24,0,294,,0,
2014-09-28,contacts_healthy,374,1213,,477,,,409,,1987,174,223,162,,167,198,310,128,5822,,0,
2014-09-28,contacts_ill,0,0,,0,,,5,,12,1,0,0,,0,1,13,14,46,,0,
2014-09-28,contacts_not_seen,11,0,,0,,,254,,74,0,0,0,,0,0,4,0,343,,0,
2014-09-28,new_completed_contacts,0,0,,9,,,4,,0,0,14,0,,30,0,31,0,88,,0,
2014-09-28,percent_seen,100%,100%,,98%,,,100%,,98%,100%,100%,100%,,100%,100%,98%,99%,98%,,100%,
2014-09-29,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-29,new_noncase,12,1,,6,,,9,,11,5,0,1,1,0,0,1,5,52,,0,
2014-09-29,new_suspected,3,1,,1,,,14,,3,0,0,0,0,0,0,2,1,25,,0,
2014-09-29,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-29,new_confirmed,17,4,,1,,,13,,24,0,0,4,0,0,0,0,2,65,,0,
2014-09-29,cum_noncase,141,45,,602,,,335,,121,95,5,6,29,280,42,109,40,1851,,1,
2014-09-29,cum_suspected,13,11,,36,,,32,,17,19,1,1,0,18,12,12,41,215,,2,
2014-09-29,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-29,cum_confirmed,165,78,,427,,,231,,294,91,19,18,0,529,55,227,20,2155,,1,
2014-09-29,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-29,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-29,death_confirmed,4,5,,232,,,9,,17,17,4,1,0,215,7,13,2,527,,1,
2014-09-29,cfr,2.4,6.4,,54.3,,,3.9,,5.8,18.7,21.1,5.6,0,40.6,12.7,5.7,0,24.5,,100,
2014-09-29,etc_new_admission,,,,0,,2,,,,,,,,9,,,,,6,,
2014-09-29,etc_currently_admitted,,,,15,,19,,,,,,,,53,,,,,18,,
2014-09-29,etc_cum_admission,,,,504,,37,,,,,,,,705,,,,,40,,
2014-09-29,etc_new_deaths,,,,0,,0,,,,,,,,3,,,,,2,,
2014-09-29,etc_cum_deaths,,,,252,,9,,,,,,,,231,,,,,15,,
2014-09-29,etc_new_discharges,,,,0,,1,,,,,,,,2,,,,,0,,
2014-09-29,etc_cum_discharges,,,,294,,1,,,,,,,,135,,,,,7,,
2014-09-29,cum_contacts,664,1465,,2804,,,1315,,2632,846,487,310,,1733,443,1118,285,14204,,102,
2014-09-29,cum_completed_contacts,173,352,,2503,,,680,,500,661,264,37,,1204,246,319,140,7166,,87,
2014-09-29,contacts_followed,491,1113,,301,,,635,,2132,185,223,173,,529,197,799,145,6938,,15,
2014-09-29,new_contacts,126,15,,0,,,5,,65,10,0,106,,15,0,31,0,388,,15,
2014-09-29,contacts_healthy,451,1113,,397,,,563,,2013,185,223,173,,529,196,789,128,6775,,15,
2014-09-29,contacts_ill,2,0,,0,,,3,,0,0,0,0,,0,1,8,17,31,,0,
2014-09-29,contacts_not_seen,38,0,,4,,,69,,117,0,0,0,,0,0,2,0,230,,0,
2014-09-29,new_completed_contacts,20,115,,60,,,38,,0,0,0,4,,0,0,0,0,237,,0,
2014-09-29,percent_seen,100%,100%,,98%,,,100%,,98%,100%,100%,100%,,100%,100%,98%,99%,98%,,100%,
2014-09-30,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-30,new_noncase,,,,,,,,,,,,,,,,,,,,,
2014-09-30,new_suspected,,,,,,,,,,,,,,,,,,,,,
2014-09-30,new_probable,,,,,,,,,,,,,,,,,,,,,
2014-09-30,new_confirmed,4,0,,1,,,12,,1,4,0,0,0,0,2,0,0,24,,0,
2014-09-30,cum_noncase,,,,,,,,,,,,,,,,,,,,,
2014-09-30,cum_suspected,,,,,,,,,,,,,,,,,,221,,,
2014-09-30,cum_probable,,,,,,,,,,,,,,,,,,37,,,
2014-09-30,cum_confirmed,169,78,,428,,,243,,295,100,19,18,0,529,57,227,19,2184,,1,
2014-09-30,death_suspected,,,,,,,,,,,,,,,,,,11,,,
2014-09-30,death_probable,,,,,,,,,,,,,,,,,,37,,,
2014-09-30,death_confirmed,,,,,,,,,,,,,,,,,,550,,,
2014-09-30,cfr,,,,,,,,,,,,,,,,,,,,,
2014-09-30,etc_new_admission,,,,,,,,,,,,,,,,,,,,,
2014-09-30,etc_currently_admitted,,,,,,,,,,,,,,,,,,,,,
2014-09-30,etc_cum_admission,,,,,,,,,,,,,,,,,,,,,
2014-09-30,etc_new_deaths,,,,,,,,,,,,,,,,,,,,,
2014-09-30,etc_cum_deaths,,,,,,,,,,,,,,,,,,,,,
2014-09-30,etc_new_discharges,,,,,,,,,,,,,,,,,,,,,
2014-09-30,etc_cum_discharges,,,,,,,,,,,,,,,,,,441,,,
