Variable,Date,Location,Value
Total contacts listed,09/23/2014,Sinoe County,58.0
Currently under follow-up,09/23/2014,Sinoe County,58.0
Contacts seen,09/23/2014,Sinoe County,0.0
Contacts who completed 21 day follow-up,09/23/2014,Sinoe County,0.0
Contacts lost to follow-up,09/23/2014,Sinoe County,0.0
New admissions,09/23/2014,Sinoe County,0.0
Total no. currently in Treatment Units,09/23/2014,Sinoe County,0.0
Total discharges,09/23/2014,Sinoe County,0.0
Cumulative admission/isolation,09/23/2014,Sinoe County,0.0
Newly Reported Cases in HCW,09/23/2014,Sinoe County,0.0
Cumulative cases among HCW,09/23/2014,Sinoe County,0.0
Newly Reported deaths in HCW,09/23/2014,Sinoe County,0.0
Cumulative deaths among HCW,09/23/2014,Sinoe County,0.0
New Case/s (Suspected),09/23/2014,Sinoe County,0.0
New Case/s (Probable),09/23/2014,Sinoe County,0.0
New case/s (confirmed),09/23/2014,Sinoe County,0.0
Total suspected cases,09/23/2014,Sinoe County,5.0
Total probable cases,09/23/2014,Sinoe County,0.0
Total confirmed cases,09/23/2014,Sinoe County,4.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/23/2014,Sinoe County,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/23/2014,Sinoe County,0.0
Specimens collected,09/23/2014,Unnamed: 3,
Specimens pending for testing,09/23/2014,Unnamed: 3,
Total specimens tested,09/23/2014,Unnamed: 3,
Newly reported deaths,09/23/2014,Unnamed: 3,
Total death/s in confirmed cases,09/23/2014,Unnamed: 3,
Total death/s in probable cases,09/23/2014,Unnamed: 3,
Total death/s in suspected cases,09/23/2014,Unnamed: 3,
"Total death/s in confirmed, probable, suspected cases",09/23/2014,Unnamed: 3,
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/23/2014,Unnamed: 3,
Newly reported contacts,09/23/2014,Unnamed: 3,
Total contacts listed,09/23/2014,Unnamed: 3,
Currently under follow-up,09/23/2014,Unnamed: 3,
Contacts seen,09/23/2014,Unnamed: 3,
Contacts who completed 21 day follow-up,09/23/2014,Unnamed: 3,
Contacts lost to follow-up,09/23/2014,Unnamed: 3,
New admissions,09/23/2014,Unnamed: 3,
Total no. currently in Treatment Units,09/23/2014,Unnamed: 3,
Total discharges,09/23/2014,Unnamed: 3,
Cumulative admission/isolation,09/23/2014,Unnamed: 3,
Newly Reported Cases in HCW,09/23/2014,Unnamed: 3,
Cumulative cases among HCW,09/23/2014,Unnamed: 3,
Newly Reported deaths in HCW,09/23/2014,Unnamed: 3,
Cumulative deaths among HCW,09/23/2014,Unnamed: 3,
New Case/s (Suspected),09/23/2014,Unnamed: 3,
New Case/s (Probable),09/23/2014,Unnamed: 3,
New case/s (confirmed),09/23/2014,Unnamed: 3,
Total suspected cases,09/23/2014,Unnamed: 3,
Total probable cases,09/23/2014,Unnamed: 3,
Total confirmed cases,09/23/2014,Unnamed: 3,
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/23/2014,Unnamed: 3,
Total Number of Confirmed Cases of Guinean Nationality,09/23/2014,Unnamed: 3,
Specimens collected,09/25/2014,Bomi County,
Specimens pending for testing,09/25/2014,Bomi County,
Total specimens tested,09/25/2014,Bomi County,
Newly reported deaths,09/25/2014,Bomi County,2.0
Total death/s in confirmed cases,09/25/2014,Bomi County,28.0
Total death/s in probable cases,09/25/2014,Bomi County,33.0
Total death/s in suspected cases,09/25/2014,Bomi County,3.0
"Total death/s in confirmed, probable, suspected cases",09/25/2014,Bomi County,64.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Bomi County,
Newly reported contacts,09/25/2014,Bomi County,0.0
Total contacts listed,09/25/2014,Bomi County,549.0
Currently under follow-up,09/25/2014,Bomi County,441.0
Contacts seen,09/25/2014,Bomi County,440.0
Contacts who completed 21 day follow-up,09/25/2014,Bomi County,1.0
Contacts lost to follow-up,09/25/2014,Bomi County,2.0
New admissions,09/25/2014,Bomi County,0.0
Total no. currently in Treatment Units,09/25/2014,Bomi County,0.0
Total discharges,09/25/2014,Bomi County,0.0
Cumulative admission/isolation,09/25/2014,Bomi County,0.0
Newly Reported Cases in HCW,09/25/2014,Bomi County,0.0
Cumulative cases among HCW,09/25/2014,Bomi County,6.0
Newly Reported deaths in HCW,09/25/2014,Bomi County,0.0
Cumulative deaths among HCW,09/25/2014,Bomi County,5.0
New Case/s (Suspected),09/25/2014,Bomi County,0.0
New Case/s (Probable),09/25/2014,Bomi County,0.0
New case/s (confirmed),09/25/2014,Bomi County,0.0
Total suspected cases,09/25/2014,Bomi County,7.0
Total probable cases,09/25/2014,Bomi County,45.0
Total confirmed cases,09/25/2014,Bomi County,33.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Bomi County,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Bomi County,3.0
Specimens collected,09/25/2014,Bong County,
Specimens pending for testing,09/25/2014,Bong County,
Total specimens tested,09/25/2014,Bong County,
Newly reported deaths,09/25/2014,Bong County,2.0
Total death/s in confirmed cases,09/25/2014,Bong County,14.0
Total death/s in probable cases,09/25/2014,Bong County,21.0
Total death/s in suspected cases,09/25/2014,Bong County,66.0
"Total death/s in confirmed, probable, suspected cases",09/25/2014,Bong County,101.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Bong County,
Newly reported contacts,09/25/2014,Bong County,7.0
Total contacts listed,09/25/2014,Bong County,757.0
Currently under follow-up,09/25/2014,Bong County,163.0
Contacts seen,09/25/2014,Bong County,163.0
Contacts who completed 21 day follow-up,09/25/2014,Bong County,0.0
Contacts lost to follow-up,09/25/2014,Bong County,0.0
New admissions,09/25/2014,Bong County,3.0
Total no. currently in Treatment Units,09/25/2014,Bong County,15.0
Total discharges,09/25/2014,Bong County,4.0
Cumulative admission/isolation,09/25/2014,Bong County,26.0
Newly Reported Cases in HCW,09/25/2014,Bong County,0.0
Cumulative cases among HCW,09/25/2014,Bong County,26.0
Newly Reported deaths in HCW,09/25/2014,Bong County,
Cumulative deaths among HCW,09/25/2014,Bong County,7.0
New Case/s (Suspected),09/25/2014,Bong County,3.0
New Case/s (Probable),09/25/2014,Bong County,0.0
New case/s (confirmed),09/25/2014,Bong County,0.0
Total suspected cases,09/25/2014,Bong County,178.0
Total probable cases,09/25/2014,Bong County,67.0
Total confirmed cases,09/25/2014,Bong County,66.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Bong County,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Bong County,0.0
Specimens collected,09/25/2014,Gbarpolu County,
Specimens pending for testing,09/25/2014,Gbarpolu County,
Total specimens tested,09/25/2014,Gbarpolu County,
Newly reported deaths,09/25/2014,Gbarpolu County,0.0
Total death/s in confirmed cases,09/25/2014,Gbarpolu County,0.0
Total death/s in probable cases,09/25/2014,Gbarpolu County,0.0
Total death/s in suspected cases,09/25/2014,Gbarpolu County,0.0
"Total death/s in confirmed, probable, suspected cases",09/25/2014,Gbarpolu County,0.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Gbarpolu County,
Newly reported contacts,09/25/2014,Gbarpolu County,0.0
Total contacts listed,09/25/2014,Gbarpolu County,0.0
Currently under follow-up,09/25/2014,Gbarpolu County,0.0
Contacts seen,09/25/2014,Gbarpolu County,0.0
Contacts who completed 21 day follow-up,09/25/2014,Gbarpolu County,0.0
Contacts lost to follow-up,09/25/2014,Gbarpolu County,0.0
New admissions,09/25/2014,Gbarpolu County,0.0
Total no. currently in Treatment Units,09/25/2014,Gbarpolu County,0.0
Total discharges,09/25/2014,Gbarpolu County,0.0
Cumulative admission/isolation,09/25/2014,Gbarpolu County,0.0
Newly Reported Cases in HCW,09/25/2014,Gbarpolu County,0.0
Cumulative cases among HCW,09/25/2014,Gbarpolu County,0.0
Newly Reported deaths in HCW,09/25/2014,Gbarpolu County,0.0
Cumulative deaths among HCW,09/25/2014,Gbarpolu County,0.0
New Case/s (Suspected),09/25/2014,Gbarpolu County,0.0
New Case/s (Probable),09/25/2014,Gbarpolu County,0.0
New case/s (confirmed),09/25/2014,Gbarpolu County,0.0
Total suspected cases,09/25/2014,Gbarpolu County,1.0
Total probable cases,09/25/2014,Gbarpolu County,0.0
Total confirmed cases,09/25/2014,Gbarpolu County,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Gbarpolu County,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Gbarpolu County,0.0
Specimens collected,09/25/2014,Grand Bassa,
Specimens pending for testing,09/25/2014,Grand Bassa,
Total specimens tested,09/25/2014,Grand Bassa,
Newly reported deaths,09/25/2014,Grand Bassa,3.0
Total death/s in confirmed cases,09/25/2014,Grand Bassa,17.0
Total death/s in probable cases,09/25/2014,Grand Bassa,9.0
Total death/s in suspected cases,09/25/2014,Grand Bassa,7.0
"Total death/s in confirmed, probable, suspected cases",09/25/2014,Grand Bassa,33.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Grand Bassa,
Newly reported contacts,09/25/2014,Grand Bassa,10.0
Total contacts listed,09/25/2014,Grand Bassa,263.0
Currently under follow-up,09/25/2014,Grand Bassa,161.0
Contacts seen,09/25/2014,Grand Bassa,161.0
Contacts who completed 21 day follow-up,09/25/2014,Grand Bassa,24.0
Contacts lost to follow-up,09/25/2014,Grand Bassa,0.0
New admissions,09/25/2014,Grand Bassa,0.0
Total no. currently in Treatment Units,09/25/2014,Grand Bassa,0.0
Total discharges,09/25/2014,Grand Bassa,0.0
Cumulative admission/isolation,09/25/2014,Grand Bassa,0.0
Newly Reported Cases in HCW,09/25/2014,Grand Bassa,0.0
Cumulative cases among HCW,09/25/2014,Grand Bassa,3.0
Newly Reported deaths in HCW,09/25/2014,Grand Bassa,0.0
Cumulative deaths among HCW,09/25/2014,Grand Bassa,1.0
New Case/s (Suspected),09/25/2014,Grand Bassa,0.0
New Case/s (Probable),09/25/2014,Grand Bassa,2.0
New case/s (confirmed),09/25/2014,Grand Bassa,1.0
Total suspected cases,09/25/2014,Grand Bassa,31.0
Total probable cases,09/25/2014,Grand Bassa,40.0
Total confirmed cases,09/25/2014,Grand Bassa,45.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Grand Bassa,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Grand Bassa,0.0
Specimens collected,09/25/2014,Grand Cape Mount,
Specimens pending for testing,09/25/2014,Grand Cape Mount,
Total specimens tested,09/25/2014,Grand Cape Mount,
Newly reported deaths,09/25/2014,Grand Cape Mount,0.0
Total death/s in confirmed cases,09/25/2014,Grand Cape Mount,6.0
Total death/s in probable cases,09/25/2014,Grand Cape Mount,3.0
Total death/s in suspected cases,09/25/2014,Grand Cape Mount,5.0
"Total death/s in confirmed, probable, suspected cases",09/25/2014,Grand Cape Mount,14.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Grand Cape Mount,
Newly reported contacts,09/25/2014,Grand Cape Mount,0.0
Total contacts listed,09/25/2014,Grand Cape Mount,80.0
Currently under follow-up,09/25/2014,Grand Cape Mount,77.0
Contacts seen,09/25/2014,Grand Cape Mount,0.0
Contacts who completed 21 day follow-up,09/25/2014,Grand Cape Mount,0.0
Contacts lost to follow-up,09/25/2014,Grand Cape Mount,0.0
New admissions,09/25/2014,Grand Cape Mount,0.0
Total no. currently in Treatment Units,09/25/2014,Grand Cape Mount,0.0
Total discharges,09/25/2014,Grand Cape Mount,0.0
Cumulative admission/isolation,09/25/2014,Grand Cape Mount,0.0
Newly Reported Cases in HCW,09/25/2014,Grand Cape Mount,0.0
Cumulative cases among HCW,09/25/2014,Grand Cape Mount,3.0
Newly Reported deaths in HCW,09/25/2014,Grand Cape Mount,0.0
Cumulative deaths among HCW,09/25/2014,Grand Cape Mount,0.0
New Case/s (Suspected),09/25/2014,Grand Cape Mount,0.0
New Case/s (Probable),09/25/2014,Grand Cape Mount,0.0
New case/s (confirmed),09/25/2014,Grand Cape Mount,0.0
Total suspected cases,09/25/2014,Grand Cape Mount,6.0
Total probable cases,09/25/2014,Grand Cape Mount,5.0
Total confirmed cases,09/25/2014,Grand Cape Mount,6.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Grand Cape Mount,1.0
Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Grand Cape Mount,0.0
Specimens collected,09/25/2014,Grand Gedeh,
Specimens pending for testing,09/25/2014,Grand Gedeh,
Total specimens tested,09/25/2014,Grand Gedeh,
Newly reported deaths,09/25/2014,Grand Gedeh,0.0
Total death/s in confirmed cases,09/25/2014,Grand Gedeh,0.0
Total death/s in probable cases,09/25/2014,Grand Gedeh,0.0
Total death/s in suspected cases,09/25/2014,Grand Gedeh,2.0
"Total death/s in confirmed, probable, suspected cases",09/25/2014,Grand Gedeh,2.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Grand Gedeh,
Newly reported contacts,09/25/2014,Grand Gedeh,0.0
Total contacts listed,09/25/2014,Grand Gedeh,20.0
Currently under follow-up,09/25/2014,Grand Gedeh,20.0
Contacts seen,09/25/2014,Grand Gedeh,0.0
Contacts who completed 21 day follow-up,09/25/2014,Grand Gedeh,0.0
Contacts lost to follow-up,09/25/2014,Grand Gedeh,0.0
New admissions,09/25/2014,Grand Gedeh,0.0
Total no. currently in Treatment Units,09/25/2014,Grand Gedeh,0.0
Total discharges,09/25/2014,Grand Gedeh,0.0
Cumulative admission/isolation,09/25/2014,Grand Gedeh,0.0
Newly Reported Cases in HCW,09/25/2014,Grand Gedeh,0.0
Cumulative cases among HCW,09/25/2014,Grand Gedeh,0.0
Newly Reported deaths in HCW,09/25/2014,Grand Gedeh,0.0
Cumulative deaths among HCW,09/25/2014,Grand Gedeh,0.0
New Case/s (Suspected),09/25/2014,Grand Gedeh,0.0
New Case/s (Probable),09/25/2014,Grand Gedeh,0.0
New case/s (confirmed),09/25/2014,Grand Gedeh,0.0
Total suspected cases,09/25/2014,Grand Gedeh,3.0
Total probable cases,09/25/2014,Grand Gedeh,0.0
Total confirmed cases,09/25/2014,Grand Gedeh,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Grand Gedeh,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Grand Gedeh,0.0
Specimens collected,09/25/2014,Grand Kru,
Specimens pending for testing,09/25/2014,Grand Kru,
Total specimens tested,09/25/2014,Grand Kru,
Newly reported deaths,09/25/2014,Grand Kru,1.0
Total death/s in confirmed cases,09/25/2014,Grand Kru,5.0
Total death/s in probable cases,09/25/2014,Grand Kru,3.0
Total death/s in suspected cases,09/25/2014,Grand Kru,1.0
"Total death/s in confirmed, probable, suspected cases",09/25/2014,Grand Kru,9.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Grand Kru,
Newly reported contacts,09/25/2014,Grand Kru,7.0
Total contacts listed,09/25/2014,Grand Kru,38.0
Currently under follow-up,09/25/2014,Grand Kru,7.0
Contacts seen,09/25/2014,Grand Kru,0.0
Contacts who completed 21 day follow-up,09/25/2014,Grand Kru,0.0
Contacts lost to follow-up,09/25/2014,Grand Kru,0.0
New admissions,09/25/2014,Grand Kru,0.0
Total no. currently in Treatment Units,09/25/2014,Grand Kru,0.0
Total discharges,09/25/2014,Grand Kru,0.0
Cumulative admission/isolation,09/25/2014,Grand Kru,0.0
Newly Reported Cases in HCW,09/25/2014,Grand Kru,0.0
Cumulative cases among HCW,09/25/2014,Grand Kru,0.0
Newly Reported deaths in HCW,09/25/2014,Grand Kru,0.0
Cumulative deaths among HCW,09/25/2014,Grand Kru,0.0
New Case/s (Suspected),09/25/2014,Grand Kru,0.0
New Case/s (Probable),09/25/2014,Grand Kru,1.0
New case/s (confirmed),09/25/2014,Grand Kru,0.0
Total suspected cases,09/25/2014,Grand Kru,3.0
Total probable cases,09/25/2014,Grand Kru,7.0
Total confirmed cases,09/25/2014,Grand Kru,6.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Grand Kru,0.0
Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Grand Kru,0.0
Specimens collected,09/25/2014,Lofa County,
Specimens pending for testing,09/25/2014,Lofa County,
Total specimens tested,09/25/2014,Lofa County,
Newly reported deaths,09/25/2014,Lofa County,2.0
Total death/s in confirmed cases,09/25/2014,Lofa County,187.0
Total death/s in probable cases,09/25/2014,Lofa County,197.0
Total death/s in suspected cases,09/25/2014,Lofa County,38.0
"Total death/s in confirmed, probable, suspected cases",09/25/2014,Lofa County,422.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Lofa County,
Newly reported contacts,09/25/2014,Lofa County,10.0
Total contacts listed,09/25/2014,Lofa County,654.0
Currently under follow-up,09/25/2014,Lofa County,307.0
Contacts seen,09/25/2014,Lofa County,307.0
Contacts who completed 21 day follow-up,09/25/2014,Lofa County,0.0
Contacts lost to follow-up,09/25/2014,Lofa County,0.0
New admissions,09/25/2014,Lofa County,1.0
Total no. currently in Treatment Units,09/25/2014,Lofa County,18.0
Total discharges,09/25/2014,Lofa County,1.0
Cumulative admission/isolation,09/25/2014,Lofa County,18.0
Newly Reported Cases in HCW,09/25/2014,Lofa County,0.0
Cumulative cases among HCW,09/25/2014,Lofa County,21.0
Newly Reported deaths in HCW,09/25/2014,Lofa County,0.0
Cumulative deaths among HCW,09/25/2014,Lofa County,18.0
New Case/s (Suspected),09/25/2014,Lofa County,0.0
New Case/s (Probable),09/25/2014,Lofa County,1.0
New case/s (confirmed),09/25/2014,Lofa County,0.0
Total suspected cases,09/25/2014,Lofa County,57.0
Total probable cases,09/25/2014,Lofa County,436.0
Total confirmed cases,09/25/2014,Lofa County,281.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Lofa County,11.0
Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Lofa County,0.0
Specimens collected,09/25/2014,Margibi County,
Specimens pending for testing,09/25/2014,Margibi County,
