,Variable,Date,Location,Value
25253,Total Number of Confirmed Cases of Sierra Leonean Nationality,09/23/2014,River Gee County,0.0
25254,Total Number of Confirmed Cases of Guinean Nationality,09/23/2014,River Gee County,0.0
27057,Specimens collected,09/23/2014,RiverCess County,
27058,Specimens pending for testing,09/23/2014,RiverCess County,
27059,Total specimens tested,09/23/2014,RiverCess County,
27060,Newly reported deaths,09/23/2014,RiverCess County,0.0
27061,Total death/s in confirmed cases,09/23/2014,RiverCess County,3.0
27062,Total death/s in probable cases,09/23/2014,RiverCess County,3.0
27063,Total death/s in suspected cases,09/23/2014,RiverCess County,2.0
27064,"Total death/s in confirmed, probable, suspected cases",09/23/2014,RiverCess County,8.0
27065,Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/23/2014,RiverCess County,
27066,Newly reported contacts,09/23/2014,RiverCess County,0.0
27067,Total contacts listed,09/23/2014,RiverCess County,91.0
27068,Currently under follow-up,09/23/2014,RiverCess County,44.0
27069,Contacts seen,09/23/2014,RiverCess County,44.0
27070,Contacts who completed 21 day follow-up,09/23/2014,RiverCess County,44.0
27071,Contacts lost to follow-up,09/23/2014,RiverCess County,0.0
27072,New admissions,09/23/2014,RiverCess County,0.0
27073,Total no. currently in Treatment Units,09/23/2014,RiverCess County,0.0
27074,Total discharges,09/23/2014,RiverCess County,0.0
27075,Cumulative admission/isolation,09/23/2014,RiverCess County,0.0
27076,Newly Reported Cases in HCW,09/23/2014,RiverCess County,0.0
27077,Cumulative cases among HCW,09/23/2014,RiverCess County,0.0
27078,Newly Reported deaths in HCW,09/23/2014,RiverCess County,0.0
27079,Cumulative deaths among HCW,09/23/2014,RiverCess County,0.0
27080,New Case/s (Suspected),09/23/2014,RiverCess County,0.0
27081,New Case/s (Probable),09/23/2014,RiverCess County,0.0
27082,New case/s (confirmed),09/23/2014,RiverCess County,0.0
27083,Total suspected cases,09/23/2014,RiverCess County,3.0
27084,Total probable cases,09/23/2014,RiverCess County,3.0
27085,Total confirmed cases,09/23/2014,RiverCess County,4.0
27086,Total Number of Confirmed Cases of Sierra Leonean Nationality,09/23/2014,RiverCess County,0.0
27087,Total Number of Confirmed Cases of Guinean Nationality,09/23/2014,RiverCess County,0.0
28890,Specimens collected,09/23/2014,Sinoe County,
28891,Specimens pending for testing,09/23/2014,Sinoe County,
28892,Total specimens tested,09/23/2014,Sinoe County,
28893,Newly reported deaths,09/23/2014,Sinoe County,0.0
28894,Total death/s in confirmed cases,09/23/2014,Sinoe County,2.0
28895,Total death/s in probable cases,09/23/2014,Sinoe County,0.0
28896,Total death/s in suspected cases,09/23/2014,Sinoe County,0.0
28897,"Total death/s in confirmed, probable, suspected cases",09/23/2014,Sinoe County,2.0
28898,Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/23/2014,Sinoe County,
28899,Newly reported contacts,09/23/2014,Sinoe County,0.0
28900,Total contacts listed,09/23/2014,Sinoe County,58.0
28901,Currently under follow-up,09/23/2014,Sinoe County,58.0
28902,Contacts seen,09/23/2014,Sinoe County,0.0
28903,Contacts who completed 21 day follow-up,09/23/2014,Sinoe County,0.0
28904,Contacts lost to follow-up,09/23/2014,Sinoe County,0.0
28905,New admissions,09/23/2014,Sinoe County,0.0
28906,Total no. currently in Treatment Units,09/23/2014,Sinoe County,0.0
28907,Total discharges,09/23/2014,Sinoe County,0.0
28908,Cumulative admission/isolation,09/23/2014,Sinoe County,0.0
28909,Newly Reported Cases in HCW,09/23/2014,Sinoe County,0.0
28910,Cumulative cases among HCW,09/23/2014,Sinoe County,0.0
28911,Newly Reported deaths in HCW,09/23/2014,Sinoe County,0.0
28912,Cumulative deaths among HCW,09/23/2014,Sinoe County,0.0
28913,New Case/s (Suspected),09/23/2014,Sinoe County,0.0
28914,New Case/s (Probable),09/23/2014,Sinoe County,0.0
28915,New case/s (confirmed),09/23/2014,Sinoe County,0.0
28916,Total suspected cases,09/23/2014,Sinoe County,5.0
28917,Total probable cases,09/23/2014,Sinoe County,0.0
28918,Total confirmed cases,09/23/2014,Sinoe County,4.0
28919,Total Number of Confirmed Cases of Sierra Leonean Nationality,09/23/2014,Sinoe County,0.0
28920,Total Number of Confirmed Cases of Guinean Nationality,09/23/2014,Sinoe County,0.0
30723,Specimens collected,09/23/2014,Unnamed: 3,
30724,Specimens pending for testing,09/23/2014,Unnamed: 3,
30725,Total specimens tested,09/23/2014,Unnamed: 3,
30726,Newly reported deaths,09/23/2014,Unnamed: 3,
30727,Total death/s in confirmed cases,09/23/2014,Unnamed: 3,
30728,Total death/s in probable cases,09/23/2014,Unnamed: 3,
30729,Total death/s in suspected cases,09/23/2014,Unnamed: 3,
30730,"Total death/s in confirmed, probable, suspected cases",09/23/2014,Unnamed: 3,
30731,Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/23/2014,Unnamed: 3,
30732,Newly reported contacts,09/23/2014,Unnamed: 3,
30733,Total contacts listed,09/23/2014,Unnamed: 3,
30734,Currently under follow-up,09/23/2014,Unnamed: 3,
30735,Contacts seen,09/23/2014,Unnamed: 3,
30736,Contacts who completed 21 day follow-up,09/23/2014,Unnamed: 3,
30737,Contacts lost to follow-up,09/23/2014,Unnamed: 3,
30738,New admissions,09/23/2014,Unnamed: 3,
30739,Total no. currently in Treatment Units,09/23/2014,Unnamed: 3,
30740,Total discharges,09/23/2014,Unnamed: 3,
30741,Cumulative admission/isolation,09/23/2014,Unnamed: 3,
30742,Newly Reported Cases in HCW,09/23/2014,Unnamed: 3,
30743,Cumulative cases among HCW,09/23/2014,Unnamed: 3,
30744,Newly Reported deaths in HCW,09/23/2014,Unnamed: 3,
30745,Cumulative deaths among HCW,09/23/2014,Unnamed: 3,
30746,New Case/s (Suspected),09/23/2014,Unnamed: 3,
30747,New Case/s (Probable),09/23/2014,Unnamed: 3,
30748,New case/s (confirmed),09/23/2014,Unnamed: 3,
30749,Total suspected cases,09/23/2014,Unnamed: 3,
30750,Total probable cases,09/23/2014,Unnamed: 3,
30751,Total confirmed cases,09/23/2014,Unnamed: 3,
30752,Total Number of Confirmed Cases of Sierra Leonean Nationality,09/23/2014,Unnamed: 3,
30753,Total Number of Confirmed Cases of Guinean Nationality,09/23/2014,Unnamed: 3,
1426,Specimens collected,09/25/2014,Bomi County,
1427,Specimens pending for testing,09/25/2014,Bomi County,
1428,Total specimens tested,09/25/2014,Bomi County,
1429,Newly reported deaths,09/25/2014,Bomi County,2.0
1430,Total death/s in confirmed cases,09/25/2014,Bomi County,28.0
1431,Total death/s in probable cases,09/25/2014,Bomi County,33.0
1432,Total death/s in suspected cases,09/25/2014,Bomi County,3.0
1433,"Total death/s in confirmed, probable, suspected cases",09/25/2014,Bomi County,64.0
1434,Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Bomi County,
1435,Newly reported contacts,09/25/2014,Bomi County,0.0
1436,Total contacts listed,09/25/2014,Bomi County,549.0
1437,Currently under follow-up,09/25/2014,Bomi County,441.0
1438,Contacts seen,09/25/2014,Bomi County,440.0
1439,Contacts who completed 21 day follow-up,09/25/2014,Bomi County,1.0
1440,Contacts lost to follow-up,09/25/2014,Bomi County,2.0
1441,New admissions,09/25/2014,Bomi County,0.0
1442,Total no. currently in Treatment Units,09/25/2014,Bomi County,0.0
1443,Total discharges,09/25/2014,Bomi County,0.0
1444,Cumulative admission/isolation,09/25/2014,Bomi County,0.0
1445,Newly Reported Cases in HCW,09/25/2014,Bomi County,0.0
1446,Cumulative cases among HCW,09/25/2014,Bomi County,6.0
1447,Newly Reported deaths in HCW,09/25/2014,Bomi County,0.0
1448,Cumulative deaths among HCW,09/25/2014,Bomi County,5.0
1449,New Case/s (Suspected),09/25/2014,Bomi County,0.0
1450,New Case/s (Probable),09/25/2014,Bomi County,0.0
1451,New case/s (confirmed),09/25/2014,Bomi County,0.0
1452,Total suspected cases,09/25/2014,Bomi County,7.0
1453,Total probable cases,09/25/2014,Bomi County,45.0
1454,Total confirmed cases,09/25/2014,Bomi County,33.0
1455,Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Bomi County,0.0
1456,Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Bomi County,3.0
3259,Specimens collected,09/25/2014,Bong County,
3260,Specimens pending for testing,09/25/2014,Bong County,
3261,Total specimens tested,09/25/2014,Bong County,
3262,Newly reported deaths,09/25/2014,Bong County,2.0
3263,Total death/s in confirmed cases,09/25/2014,Bong County,14.0
3264,Total death/s in probable cases,09/25/2014,Bong County,21.0
3265,Total death/s in suspected cases,09/25/2014,Bong County,66.0
3266,"Total death/s in confirmed, probable, suspected cases",09/25/2014,Bong County,101.0
3267,Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Bong County,
3268,Newly reported contacts,09/25/2014,Bong County,7.0
3269,Total contacts listed,09/25/2014,Bong County,757.0
3270,Currently under follow-up,09/25/2014,Bong County,163.0
3271,Contacts seen,09/25/2014,Bong County,163.0
3272,Contacts who completed 21 day follow-up,09/25/2014,Bong County,0.0
3273,Contacts lost to follow-up,09/25/2014,Bong County,0.0
3274,New admissions,09/25/2014,Bong County,3.0
3275,Total no. currently in Treatment Units,09/25/2014,Bong County,15.0
3276,Total discharges,09/25/2014,Bong County,4.0
3277,Cumulative admission/isolation,09/25/2014,Bong County,26.0
3278,Newly Reported Cases in HCW,09/25/2014,Bong County,0.0
3279,Cumulative cases among HCW,09/25/2014,Bong County,26.0
3280,Newly Reported deaths in HCW,09/25/2014,Bong County,
3281,Cumulative deaths among HCW,09/25/2014,Bong County,7.0
3282,New Case/s (Suspected),09/25/2014,Bong County,3.0
3283,New Case/s (Probable),09/25/2014,Bong County,0.0
3284,New case/s (confirmed),09/25/2014,Bong County,0.0
3285,Total suspected cases,09/25/2014,Bong County,178.0
3286,Total probable cases,09/25/2014,Bong County,67.0
3287,Total confirmed cases,09/25/2014,Bong County,66.0
3288,Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Bong County,0.0
3289,Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Bong County,0.0
5092,Specimens collected,09/25/2014,Gbarpolu County,
5093,Specimens pending for testing,09/25/2014,Gbarpolu County,
5094,Total specimens tested,09/25/2014,Gbarpolu County,
5095,Newly reported deaths,09/25/2014,Gbarpolu County,0.0
5096,Total death/s in confirmed cases,09/25/2014,Gbarpolu County,0.0
5097,Total death/s in probable cases,09/25/2014,Gbarpolu County,0.0
5098,Total death/s in suspected cases,09/25/2014,Gbarpolu County,0.0
5099,"Total death/s in confirmed, probable, suspected cases",09/25/2014,Gbarpolu County,0.0
5100,Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Gbarpolu County,
5101,Newly reported contacts,09/25/2014,Gbarpolu County,0.0
5102,Total contacts listed,09/25/2014,Gbarpolu County,0.0
5103,Currently under follow-up,09/25/2014,Gbarpolu County,0.0
5104,Contacts seen,09/25/2014,Gbarpolu County,0.0
5105,Contacts who completed 21 day follow-up,09/25/2014,Gbarpolu County,0.0
5106,Contacts lost to follow-up,09/25/2014,Gbarpolu County,0.0
5107,New admissions,09/25/2014,Gbarpolu County,0.0
5108,Total no. currently in Treatment Units,09/25/2014,Gbarpolu County,0.0
5109,Total discharges,09/25/2014,Gbarpolu County,0.0
5110,Cumulative admission/isolation,09/25/2014,Gbarpolu County,0.0
5111,Newly Reported Cases in HCW,09/25/2014,Gbarpolu County,0.0
5112,Cumulative cases among HCW,09/25/2014,Gbarpolu County,0.0
5113,Newly Reported deaths in HCW,09/25/2014,Gbarpolu County,0.0
5114,Cumulative deaths among HCW,09/25/2014,Gbarpolu County,0.0
5115,New Case/s (Suspected),09/25/2014,Gbarpolu County,0.0
5116,New Case/s (Probable),09/25/2014,Gbarpolu County,0.0
5117,New case/s (confirmed),09/25/2014,Gbarpolu County,0.0
5118,Total suspected cases,09/25/2014,Gbarpolu County,1.0
5119,Total probable cases,09/25/2014,Gbarpolu County,0.0
5120,Total confirmed cases,09/25/2014,Gbarpolu County,0.0
5121,Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Gbarpolu County,0.0
5122,Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Gbarpolu County,0.0
6925,Specimens collected,09/25/2014,Grand Bassa,
6926,Specimens pending for testing,09/25/2014,Grand Bassa,
6927,Total specimens tested,09/25/2014,Grand Bassa,
6928,Newly reported deaths,09/25/2014,Grand Bassa,3.0
6929,Total death/s in confirmed cases,09/25/2014,Grand Bassa,17.0
6930,Total death/s in probable cases,09/25/2014,Grand Bassa,9.0
6931,Total death/s in suspected cases,09/25/2014,Grand Bassa,7.0
6932,"Total death/s in confirmed, probable, suspected cases",09/25/2014,Grand Bassa,33.0
6933,Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Grand Bassa,
6934,Newly reported contacts,09/25/2014,Grand Bassa,10.0
6935,Total contacts listed,09/25/2014,Grand Bassa,263.0
6936,Currently under follow-up,09/25/2014,Grand Bassa,161.0
6937,Contacts seen,09/25/2014,Grand Bassa,161.0
6938,Contacts who completed 21 day follow-up,09/25/2014,Grand Bassa,24.0
6939,Contacts lost to follow-up,09/25/2014,Grand Bassa,0.0
6940,New admissions,09/25/2014,Grand Bassa,0.0
6941,Total no. currently in Treatment Units,09/25/2014,Grand Bassa,0.0
6942,Total discharges,09/25/2014,Grand Bassa,0.0
6943,Cumulative admission/isolation,09/25/2014,Grand Bassa,0.0
6944,Newly Reported Cases in HCW,09/25/2014,Grand Bassa,0.0
6945,Cumulative cases among HCW,09/25/2014,Grand Bassa,3.0
6946,Newly Reported deaths in HCW,09/25/2014,Grand Bassa,0.0
6947,Cumulative deaths among HCW,09/25/2014,Grand Bassa,1.0
6948,New Case/s (Suspected),09/25/2014,Grand Bassa,0.0
6949,New Case/s (Probable),09/25/2014,Grand Bassa,2.0
6950,New case/s (confirmed),09/25/2014,Grand Bassa,1.0
6951,Total suspected cases,09/25/2014,Grand Bassa,31.0
6952,Total probable cases,09/25/2014,Grand Bassa,40.0
6953,Total confirmed cases,09/25/2014,Grand Bassa,45.0
6954,Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Grand Bassa,0.0
6955,Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Grand Bassa,0.0
8758,Specimens collected,09/25/2014,Grand Cape Mount,
8759,Specimens pending for testing,09/25/2014,Grand Cape Mount,
8760,Total specimens tested,09/25/2014,Grand Cape Mount,
8761,Newly reported deaths,09/25/2014,Grand Cape Mount,0.0
8762,Total death/s in confirmed cases,09/25/2014,Grand Cape Mount,6.0
8763,Total death/s in probable cases,09/25/2014,Grand Cape Mount,3.0
8764,Total death/s in suspected cases,09/25/2014,Grand Cape Mount,5.0
8765,"Total death/s in confirmed, probable, suspected cases",09/25/2014,Grand Cape Mount,14.0
8766,Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Grand Cape Mount,
8767,Newly reported contacts,09/25/2014,Grand Cape Mount,0.0
8768,Total contacts listed,09/25/2014,Grand Cape Mount,80.0
8769,Currently under follow-up,09/25/2014,Grand Cape Mount,77.0
8770,Contacts seen,09/25/2014,Grand Cape Mount,0.0
8771,Contacts who completed 21 day follow-up,09/25/2014,Grand Cape Mount,0.0
8772,Contacts lost to follow-up,09/25/2014,Grand Cape Mount,0.0
8773,New admissions,09/25/2014,Grand Cape Mount,0.0
8774,Total no. currently in Treatment Units,09/25/2014,Grand Cape Mount,0.0
8775,Total discharges,09/25/2014,Grand Cape Mount,0.0
8776,Cumulative admission/isolation,09/25/2014,Grand Cape Mount,0.0
8777,Newly Reported Cases in HCW,09/25/2014,Grand Cape Mount,0.0
8778,Cumulative cases among HCW,09/25/2014,Grand Cape Mount,3.0
8779,Newly Reported deaths in HCW,09/25/2014,Grand Cape Mount,0.0
8780,Cumulative deaths among HCW,09/25/2014,Grand Cape Mount,0.0
8781,New Case/s (Suspected),09/25/2014,Grand Cape Mount,0.0
8782,New Case/s (Probable),09/25/2014,Grand Cape Mount,0.0
8783,New case/s (confirmed),09/25/2014,Grand Cape Mount,0.0
8784,Total suspected cases,09/25/2014,Grand Cape Mount,6.0
8785,Total probable cases,09/25/2014,Grand Cape Mount,5.0
8786,Total confirmed cases,09/25/2014,Grand Cape Mount,6.0
8787,Total Number of Confirmed Cases of Sierra Leonean Nationality,09/25/2014,Grand Cape Mount,1.0
8788,Total Number of Confirmed Cases of Guinean Nationality,09/25/2014,Grand Cape Mount,0.0
10591,Specimens collected,09/25/2014,Grand Gedeh,
10592,Specimens pending for testing,09/25/2014,Grand Gedeh,
10593,Total specimens tested,09/25/2014,Grand Gedeh,
10594,Newly reported deaths,09/25/2014,Grand Gedeh,0.0
10595,Total death/s in confirmed cases,09/25/2014,Grand Gedeh,0.0
10596,Total death/s in probable cases,09/25/2014,Grand Gedeh,0.0
10597,Total death/s in suspected cases,09/25/2014,Grand Gedeh,2.0
10598,"Total death/s in confirmed, probable, suspected cases",09/25/2014,Grand Gedeh,2.0
10599,Case Fatality Rate (CFR) - Confirmed & Probable Cases,09/25/2014,Grand Gedeh,
10600,Newly reported contacts,09/25/2014,Grand Gedeh,0.0
10601,Total contacts listed,09/25/2014,Grand Gedeh,20.0
10602,Currently under follow-up,09/25/2014,Grand Gedeh,20.0
10603,Contacts seen,09/25/2014,Grand Gedeh,0.0
10604,Contacts who completed 21 day follow-up,09/25/2014,Grand Gedeh,0.0
10605,Contacts lost to follow-up,09/25/2014,Grand Gedeh,0.0
10606,New admissions,09/25/2014,Grand Gedeh,0.0
10607,Total no. currently in Treatment Units,09/25/2014,Grand Gedeh,0.0
10608,Total discharges,09/25/2014,Grand Gedeh,0.0
10609,Cumulative admission/isolation,09/25/2014,Grand Gedeh,0.0
10610,Newly Reported Cases in HCW,09/25/2014,Grand Gedeh,0.0
10611,Cumulative cases among HCW,09/25/2014,Grand Gedeh,0.0
10612,Newly Reported deaths in HCW,09/25/2014,Grand Gedeh,0.0
10613,Cumulative deaths among HCW,09/25/2014,Grand Gedeh,0.0
10614,New Case/s (Suspected),09/25/2014,Grand Gedeh,0.0
